poem_id,author_id,1sg,1pl,2sg,2pl_vy_polite_singular,2pl_vy_true_plural,2pl,n_total,exposure_n_stanzas,exposure_n_stanza_index_max,exposure_n_tokens,exposure_n_finite_verbs,exposure_n_finite_verbs_excl_imperative,min_stanzas,min_tokens,include_in_offset_models,include_in_fv_offset_models,include_in_fv_excl_imp_offset_models,language_clean,year_int,period3
UP831_1,A11,0,3,3,0,0,0,6,1,1.0,265,25,24,1,265,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP837_1,A11,0,3,2,0,1,1,6,1,1.0,232,26,25,1,232,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP863_1,A20,0,1,1,0,0,0,2,1,1.0,46,1,1,1,46,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP855_1,A29,3,3,5,0,0,0,11,4,4.0,77,12,12,4,16,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP853_1,A05,3,5,15,0,3,3,26,1,1.0,204,6,2,1,204,True,True,True,Russian,2022.0,P2_2022_plus
UP858_1,A05,0,0,1,0,0,0,1,1,4.0,26,0,0,1,26,True,False,False,Russian,2022.0,P2_2022_plus
UP859_1,A05,1,5,4,0,0,0,10,5,5.0,166,3,3,5,29,True,True,True,Russian,2022.0,P2_2022_plus
UP861_1,A13,7,6,0,0,0,0,13,1,1.0,191,35,31,1,191,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP865_1,A31,0,0,1,0,0,0,1,1,8.0,15,3,2,1,15,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP875c_1,A28,0,0,3,0,0,0,3,1,1.0,42,6,6,1,42,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP875_1,A28,7,0,0,0,0,0,7,1,1.0,59,10,10,1,59,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP857_1,A03,7,0,2,0,0,0,9,1,1.0,93,45,33,1,93,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP873_1,A24,0,3,3,0,0,0,6,3,4.0,49,7,7,3,7,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP88_1,A02,2,1,0,0,2,2,5,1,1.0,40,4,2,1,40,True,True,True,Ukrainian,2014.0,P1_2014_2021
UP875b_1,A28,5,1,2,0,0,0,8,1,1.0,80,12,11,1,80,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP875a_1,A28,3,1,1,0,0,0,5,1,1.0,58,11,11,1,58,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP881_1,A26,8,1,1,0,0,0,10,1,1.0,57,5,5,1,57,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP87_1,A29,0,1,3,0,6,6,10,5,8.0,128,13,11,5,17,True,True,True,Ukrainian,2014.0,P1_2014_2021
UP889_1,A03,1,0,1,0,0,0,2,1,1.0,104,20,20,1,104,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP895a_1,A28,1,4,0,0,0,0,5,1,1.0,96,12,12,1,96,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP895_1,A28,6,2,5,0,0,0,13,1,1.0,106,19,17,1,106,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP89_1,A24,0,3,1,0,0,0,4,2,4.0,36,4,3,2,17,True,True,True,Ukrainian,2014.0,P1_2014_2021
UP886_1,A29,2,2,2,0,0,0,6,2,4.0,53,6,6,2,25,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP892_1,A17,0,2,5,0,0,0,7,1,1.0,190,36,31,1,190,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP877_1,A31,1,1,9,0,0,0,11,5,8.0,74,10,4,5,1,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP852_1,A05,4,1,8,0,1,1,14,1,1.0,190,1,1,1,190,True,True,True,Russian,2022.0,P2_2022_plus
UP895b_1,A28,0,0,4,0,3,3,7,1,1.0,50,10,5,1,50,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP899_1,A21,6,1,0,0,0,0,7,1,1.0,117,8,8,1,117,True,True,True,Russian,2022.0,P2_2022_plus
UP904_1,A11,0,0,1,0,0,0,1,1,1.0,158,20,18,1,158,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP912_1,A17,2,3,0,0,0,0,5,1,1.0,71,4,4,1,71,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP908_1,A19,0,0,14,0,0,0,14,1,1.0,200,31,31,1,200,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP90_1,A24,3,0,0,0,0,0,3,2,5.0,56,7,7,2,14,True,True,True,Ukrainian,2014.0,P1_2014_2021
UP887_1,A31,1,5,0,0,1,1,7,4,6.0,84,9,9,4,19,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP911_1,A03,9,1,1,0,1,1,12,1,1.0,104,28,27,1,104,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP902_1,A03,0,0,0,0,3,3,3,1,1.0,95,33,22,1,95,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP93_1,A02,1,0,0,0,0,0,1,1,1.0,28,0,0,1,28,True,False,False,Russian,2014.0,P1_2014_2021
UP931_1,A02,0,3,0,0,0,0,3,1,1.0,23,0,0,1,23,True,False,False,Russian,2022.0,P2_2022_plus
UP923_1,A20,6,2,4,0,0,0,12,1,1.0,166,18,17,1,166,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP926_1,A25,5,1,0,0,1,1,7,1,1.0,101,10,10,1,101,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP932_1,A02,0,0,1,0,0,0,1,1,1.0,17,1,1,1,17,True,True,True,Russian,2022.0,P2_2022_plus
UP909_1,A20,3,4,3,0,0,0,10,5,7.0,83,11,9,5,10,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP939_1,A02,0,0,1,0,0,0,1,1,1.0,20,0,0,1,20,True,False,False,Russian,2022.0,P2_2022_plus
UP938_1,A02,4,0,0,0,0,0,4,1,1.0,22,2,2,1,22,True,True,True,Russian,2022.0,P2_2022_plus
UP933_1,A20,3,2,2,0,0,0,7,1,1.0,173,19,19,1,173,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP942_1,A18,1,0,1,0,0,0,2,1,1.0,55,5,3,1,55,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP94_1,A25,0,0,0,0,1,1,1,1,1.0,25,4,3,1,25,True,True,True,Ukrainian,2014.0,P1_2014_2021
UP935_1,A23,5,0,8,0,0,0,13,1,1.0,93,11,9,1,93,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP930_1,A31,4,1,10,0,0,0,15,4,7.0,134,25,20,4,30,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP941_1,A17,0,7,0,0,1,1,8,1,1.0,134,12,12,1,134,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP950_1,A02,1,2,1,0,0,0,4,3,3.0,21,7,6,3,5,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP952_1,A18,0,8,0,0,0,0,8,1,1.0,128,13,13,1,128,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP954_1,A20,1,1,0,0,0,0,2,1,1.0,115,19,19,1,115,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP965_1,A22,3,1,0,0,0,0,4,1,1.0,51,6,6,1,51,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP970_1,A11,1,2,0,0,0,0,3,1,1.0,45,5,5,1,45,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP964_1,A21,4,1,7,0,0,0,12,1,1.0,96,3,3,1,96,True,True,True,Russian,2022.0,P2_2022_plus
UP948_1,A31,2,4,0,0,0,0,6,3,6.0,103,7,7,3,32,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP972b_1,A28,4,1,0,0,0,0,5,1,1.0,73,10,10,1,73,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP970_2,A11,4,5,6,0,1,1,16,1,1.0,93,12,7,1,93,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP98_1,A25,1,2,0,0,0,0,3,1,1.0,25,4,4,1,25,True,True,True,Ukrainian,2014.0,P1_2014_2021
UP972_1,A28,6,0,3,0,0,0,9,1,1.0,93,16,16,1,93,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP972c_1,A28,6,1,0,0,0,0,7,1,1.0,85,12,12,1,85,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP97_1,A05,0,1,4,0,0,0,5,3,9.0,59,4,2,3,14,True,True,True,Russian,2014.0,P1_2014_2021
UP974_1,A30,4,5,2,0,0,0,11,1,1.0,131,9,9,1,131,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP986_1,A05,4,0,5,0,1,1,10,2,2.0,81,12,10,2,37,True,True,True,Russian,2022.0,P2_2022_plus
UP976_1,A05,1,1,7,0,3,3,12,1,1.0,129,7,6,1,129,True,True,True,Russian,2022.0,P2_2022_plus
UP987_2,A05,0,0,8,0,1,1,9,1,1.0,53,5,3,1,53,True,True,True,Russian,2022.0,P2_2022_plus
UP977_1,A05,5,0,1,0,0,0,6,3,4.0,145,10,9,3,47,True,True,True,Russian,2022.0,P2_2022_plus
UP987_3,A05,0,0,4,0,0,0,4,1,1.0,57,0,0,1,57,True,False,False,Russian,2022.0,P2_2022_plus
UP980_1,A20,0,0,0,0,1,1,1,1,1.0,68,8,8,1,68,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP988_2,A14,1,1,1,0,0,0,3,2,3.0,21,2,2,2,8,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP985_1,A05,1,0,4,0,0,0,5,1,2.0,28,0,0,1,28,True,False,False,Russian,2022.0,P2_2022_plus
UP987_5,A05,0,0,1,0,0,0,1,1,1.0,54,3,2,1,54,True,True,True,Russian,2022.0,P2_2022_plus
UP978_1,A14,0,11,3,0,0,0,14,1,1.0,168,21,21,1,168,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP987_4,A05,0,0,5,0,1,1,6,1,1.0,107,7,5,1,107,True,True,True,Russian,2022.0,P2_2022_plus
UP988_4,A14,2,0,1,0,0,0,3,2,4.0,26,3,3,2,10,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP990_1,A17,1,0,1,0,0,0,2,1,1.0,57,3,3,1,57,True,True,True,Russian,2022.0,P2_2022_plus
UP988_5,A14,0,0,5,0,0,0,5,3,5.0,40,5,4,3,12,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP988_6,A14,0,1,1,0,0,0,2,2,2.0,17,1,1,2,4,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP988_3,A14,3,0,3,0,0,0,6,5,5.0,59,8,8,5,9,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP988_1,A14,1,0,0,0,0,0,1,1,5.0,6,0,0,1,6,True,False,False,Ukrainian,2022.0,P2_2022_plus
UP99_1,A02,0,3,0,0,0,0,3,1,1.0,81,2,2,1,81,True,True,True,Russian,2014.0,P1_2014_2021
UP983_1,A31,10,7,0,0,0,0,17,7,8.0,162,10,10,7,21,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP988_7,A14,5,0,4,0,0,0,9,4,5.0,62,8,8,4,11,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP988_8,A14,6,0,4,0,0,0,10,5,7.0,72,8,6,5,12,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP994_1,A27,1,0,0,0,0,0,1,1,1.0,82,16,16,1,82,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP990_2,A17,3,4,4,0,0,0,11,1,1.0,118,1,1,1,118,True,True,True,Russian,2022.0,P2_2022_plus
UP990_3,A17,7,10,0,0,0,0,17,1,1.0,145,10,10,1,145,True,True,True,Russian,2022.0,P2_2022_plus
UP992_1,A18,0,10,3,0,0,0,13,1,1.0,146,23,23,1,146,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP990_5,A17,3,12,1,0,0,0,16,1,1.0,183,2,2,1,183,True,True,True,Russian,2022.0,P2_2022_plus
UP991_1,A18,1,1,3,0,0,0,5,1,1.0,129,13,11,1,129,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP990_4,A17,10,5,3,0,0,0,18,1,1.0,171,10,10,1,171,True,True,True,Russian,2022.0,P2_2022_plus
UP996_1,A05,0,1,1,0,0,0,2,2,4.0,64,3,3,2,30,True,True,True,Russian,2022.0,P2_2022_plus
UP997_1,A05,1,1,6,0,0,0,8,2,3.0,62,1,1,2,30,True,True,True,Russian,2022.0,P2_2022_plus
UP993_1,A20,4,7,9,0,0,0,20,4,5.0,183,37,34,4,8,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP995_1,A29,23,2,0,0,0,0,25,5,5.0,168,17,17,5,25,True,True,True,Ukrainian,2022.0,P2_2022_plus
__row_index_3166_1,A10,10,2,3,0,0,0,15,1,1.0,84,9,8,1,84,True,True,True,Ukrainian,2020.0,P1_2014_2021
UP990_6,A17,8,2,0,0,1,1,11,1,1.0,203,6,6,1,203,True,True,True,Russian,2022.0,P2_2022_plus
__row_index_3342_1,A13,3,0,0,0,1,1,4,1,1.0,44,4,2,1,44,True,True,True,Ukrainian,2021.0,P1_2014_2021
__row_index_3165_1,A10,4,1,6,0,3,3,14,4,4.0,129,11,9,4,18,True,True,True,Ukrainian,2020.0,P1_2014_2021
__row_index_3341_1,A13,4,1,4,0,0,0,9,5,5.0,64,9,7,5,10,True,True,True,Ukrainian,2021.0,P1_2014_2021
__row_index_3340_1,A13,7,0,0,0,1,1,8,5,5.0,76,13,13,5,8,True,True,True,Ukrainian,2021.0,P1_2014_2021
__row_index_3345_1,A13,0,0,1,0,0,0,1,1,3.0,3,0,0,1,3,True,False,False,Ukrainian,2021.0,P1_2014_2021
__row_index_3351_1,A13,1,1,1,0,0,0,3,3,3.0,39,6,5,3,7,True,True,True,Ukrainian,2021.0,P1_2014_2021
__row_index_3344_1,A13,3,1,1,0,0,0,5,4,5.0,32,4,4,4,3,True,True,True,Ukrainian,2021.0,P1_2014_2021
__row_index_3347_1,A13,0,2,0,0,0,0,2,1,1.0,40,1,1,1,40,True,True,True,Ukrainian,2021.0,P1_2014_2021
__row_index_3349_1,A13,0,1,0,0,0,0,1,1,1.0,30,6,6,1,30,True,True,True,Ukrainian,2021.0,P1_2014_2021
__row_index_3350_1,A13,1,0,3,0,0,0,4,2,4.0,30,5,4,2,14,True,True,True,Ukrainian,2021.0,P1_2014_2021
__row_index_3348_1,A13,10,1,5,0,0,0,16,6,8.0,143,17,17,6,9,True,True,True,Ukrainian,2021.0,P1_2014_2021
__row_index_3339_1,A13,27,7,1,0,0,0,35,9,13.0,772,34,33,9,26,True,True,True,Ukrainian,2021.0,P1_2014_2021
__row_index_3356_1,A13,1,0,1,0,0,0,2,2,3.0,60,8,8,2,25,True,True,True,Ukrainian,2021.0,P1_2014_2021
__row_index_3358_1,A16,0,1,8,0,0,0,9,4,4.0,118,13,12,4,24,True,True,True,Ukrainian,2022.0,P2_2022_plus
__row_index_3353_1,A13,17,1,0,0,0,0,18,7,8.0,204,23,22,7,21,True,True,True,Ukrainian,2021.0,P1_2014_2021
__row_index_3370_1,A13,2,0,0,0,0,0,2,1,1.0,14,3,3,1,14,True,True,True,Ukrainian,2020.0,P1_2014_2021
__row_index_3369_1,A13,3,0,0,0,0,0,3,2,2.0,23,6,6,2,11,True,True,True,Ukrainian,2020.0,P1_2014_2021
__row_index_3364_1,A16,0,1,4,0,0,0,5,2,3.0,59,9,7,2,28,True,True,True,Ukrainian,2022.0,P2_2022_plus
__row_index_3365_1,A16,0,0,5,0,1,1,6,4,4.0,62,10,10,4,13,True,True,True,Ukrainian,2022.0,P2_2022_plus
__row_index_3366_1,A13,6,0,0,0,0,0,6,4,4.0,52,11,11,4,8,True,True,True,Ukrainian,2020.0,P1_2014_2021
__row_index_3352_1,A13,33,6,1,0,2,2,42,4,5.0,300,42,41,4,4,True,True,True,Ukrainian,2021.0,P1_2014_2021
__row_index_3367_1,A13,0,0,4,0,0,0,4,2,4.0,29,5,5,2,14,True,True,True,Ukrainian,2020.0,P1_2014_2021
__row_index_3362_1,A16,3,0,3,0,0,0,6,1,1.0,84,13,10,1,84,True,True,True,Ukrainian,2022.0,P2_2022_plus
__row_index_3371_1,A13,1,0,3,0,0,0,4,3,6.0,17,3,3,3,5,True,True,True,Ukrainian,2020.0,P1_2014_2021
__row_index_3343_1,A13,17,20,0,0,2,2,39,8,9.0,491,48,48,8,6,True,True,True,Ukrainian,2021.0,P1_2014_2021
__row_index_3373_1,A13,0,4,2,0,0,0,6,3,5.0,39,4,3,3,7,True,True,True,Ukrainian,2020.0,P1_2014_2021
__row_index_3346_1,A13,11,11,14,0,0,0,36,4,5.0,410,62,53,4,32,True,True,True,Ukrainian,2021.0,P1_2014_2021
__row_index_3379_1,A13,3,0,2,0,0,0,5,3,6.0,14,4,4,3,4,True,True,True,Ukrainian,2019.0,P1_2014_2021
__row_index_3374_1,A13,0,0,3,0,0,0,3,3,5.0,23,3,3,3,6,True,True,True,Ukrainian,2020.0,P1_2014_2021
__row_index_3375_1,A13,2,0,2,0,0,0,4,1,1.0,22,5,5,1,22,True,True,True,Ukrainian,2020.0,P1_2014_2021
__row_index_3376_1,A13,0,0,2,0,0,0,2,1,5.0,21,3,3,1,21,True,True,True,Ukrainian,2020.0,P1_2014_2021
__row_index_3372_1,A13,11,0,0,0,0,0,11,6,9.0,69,11,11,6,4,True,True,True,Ukrainian,2020.0,P1_2014_2021
__row_index_3386_1,A13,1,0,4,0,0,0,5,3,4.0,37,7,6,3,6,True,True,True,Ukrainian,2019.0,P1_2014_2021
__row_index_3388_1,A13,1,0,2,0,0,0,3,1,2.0,25,4,3,1,25,True,True,True,Ukrainian,2019.0,P1_2014_2021
__row_index_3381_1,A13,7,0,2,0,0,0,9,1,2.0,99,11,10,1,99,True,True,True,Ukrainian,2019.0,P1_2014_2021
__row_index_3387_1,A13,0,0,0,0,1,1,1,1,9.0,2,1,0,1,2,True,True,False,Ukrainian,2019.0,P1_2014_2021
__row_index_3380_1,A13,10,1,5,0,0,0,16,6,8.0,143,17,17,6,9,True,True,True,Ukrainian,2019.0,P1_2014_2021
__row_index_3377_1,A13,9,7,0,0,0,0,16,3,3.0,217,35,35,3,6,True,True,True,Ukrainian,2020.0,P1_2014_2021
__row_index_3385_1,A13,5,1,4,0,1,1,11,4,7.0,75,15,13,4,14,True,True,True,Ukrainian,2019.0,P1_2014_2021
__row_index_3393_1,A16,0,1,0,0,3,3,4,1,1.0,90,9,8,1,90,True,True,True,Ukrainian,2022.0,P2_2022_plus
__row_index_3389_1,A13,7,0,1,0,0,0,8,4,11.0,42,9,9,4,5,True,True,True,Ukrainian,2019.0,P1_2014_2021
__row_index_3392_1,A16,3,0,1,0,0,0,4,3,4.0,90,10,10,3,16,True,True,True,Ukrainian,2022.0,P2_2022_plus
__row_index_3378_1,A13,15,4,5,0,1,1,25,6,8.0,261,31,29,6,29,True,True,True,Ukrainian,2020.0,P1_2014_2021
__row_index_3399_1,A13,1,0,0,0,0,0,1,1,2.0,9,1,1,1,9,True,True,True,Ukrainian,2020.0,P1_2014_2021
__row_index_3383_1,A13,33,6,1,0,2,2,42,4,5.0,300,42,41,4,4,True,True,True,Ukrainian,2019.0,P1_2014_2021
__row_index_3400_1,A13,5,0,5,0,0,0,10,1,2.0,35,5,5,1,35,True,True,True,Ukrainian,2018.0,P1_2014_2021
__row_index_3395_1,A16,3,0,0,0,0,0,3,2,5.0,19,3,3,2,7,True,True,True,Ukrainian,2022.0,P2_2022_plus
__row_index_3403_1,A13,0,0,2,0,0,0,2,2,6.0,10,1,0,2,5,True,True,False,Ukrainian,2018.0,P1_2014_2021
__row_index_3384_1,A13,6,1,9,0,6,6,22,7,10.0,209,30,30,7,4,True,True,True,Ukrainian,2019.0,P1_2014_2021
__row_index_3391_1,A13,10,0,0,0,4,4,14,6,10.0,137,24,24,6,10,True,True,True,Ukrainian,2019.0,P1_2014_2021
__row_index_3404_1,A13,3,0,3,0,0,0,6,2,2.0,45,4,4,2,7,True,True,True,Ukrainian,2018.0,P1_2014_2021
__row_index_3409_1,A13,1,0,0,0,0,0,1,1,1.0,43,7,7,1,43,True,True,True,Ukrainian,2018.0,P1_2014_2021
__row_index_3408_1,A13,1,0,1,0,0,0,2,1,2.0,11,3,3,1,11,True,True,True,Ukrainian,2018.0,P1_2014_2021
__row_index_3406_1,A13,1,0,0,0,0,0,1,1,1.0,11,2,2,1,11,True,True,True,Ukrainian,2018.0,P1_2014_2021
__row_index_3410_1,A13,1,0,1,0,0,0,2,1,1.0,32,5,5,1,32,True,True,True,Ukrainian,2018.0,P1_2014_2021
__row_index_3402_1,A13,1,0,4,0,0,0,5,3,7.0,21,4,4,3,6,True,True,True,Ukrainian,2018.0,P1_2014_2021
__row_index_3398_1,A13,11,3,1,0,0,0,15,6,7.0,154,15,15,6,13,True,True,True,Ukrainian,2018.0,P1_2014_2021
__row_index_3412_1,A13,2,0,1,0,0,0,3,2,5.0,23,3,3,2,9,True,True,True,Ukrainian,2018.0,P1_2014_2021
__row_index_3411_1,A13,4,0,0,0,0,0,4,2,4.0,23,5,5,2,10,True,True,True,Ukrainian,2018.0,P1_2014_2021
__row_index_3397_1,A13,3,2,5,0,1,1,11,4,10.0,235,16,14,4,13,True,True,True,Ukrainian,2018.0,P1_2014_2021
__row_index_3390_1,A13,18,5,1,0,1,1,25,7,11.0,392,46,46,7,23,True,True,True,Ukrainian,2019.0,P1_2014_2021
__row_index_3407_1,A13,3,2,4,0,0,0,9,6,9.0,46,8,8,6,6,True,True,True,Ukrainian,2018.0,P1_2014_2021
__row_index_3419_1,A13,3,1,5,0,0,0,9,4,7.0,42,5,5,4,8,True,True,True,Ukrainian,2017.0,P1_2014_2021
__row_index_3416_1,A13,2,0,2,0,0,0,4,2,7.0,20,1,1,2,9,True,True,True,Ukrainian,2018.0,P1_2014_2021
__row_index_3414_1,A13,14,0,0,0,0,0,14,6,8.0,116,10,10,6,8,True,True,True,Ukrainian,2018.0,P1_2014_2021
__row_index_3415_1,A13,6,0,0,0,0,0,6,3,5.0,85,12,12,3,21,True,True,True,Ukrainian,2018.0,P1_2014_2021
__row_index_3422_1,A13,1,0,0,0,2,2,3,2,6.0,19,5,3,2,7,True,True,True,Ukrainian,2017.0,P1_2014_2021
__row_index_3413_1,A13,9,1,8,0,0,0,18,6,10.0,146,22,21,6,18,True,True,True,Ukrainian,2018.0,P1_2014_2021
__row_index_3424_1,A13,6,0,3,0,0,0,9,6,7.0,51,7,5,6,6,True,True,True,Ukrainian,2017.0,P1_2014_2021
__row_index_3425_1,A13,5,1,0,0,0,0,6,2,5.0,25,4,4,2,12,True,True,True,Ukrainian,2017.0,P1_2014_2021
__row_index_3423_1,A13,4,0,0,0,0,0,4,4,8.0,46,5,4,4,9,True,True,True,Ukrainian,2017.0,P1_2014_2021
__row_index_3420_1,A13,4,0,5,0,0,0,9,8,11.0,93,9,9,8,1,True,True,True,Ukrainian,2017.0,P1_2014_2021
__row_index_3427_1,A13,3,0,6,0,0,0,9,5,11.0,35,4,4,5,4,True,True,True,Ukrainian,2017.0,P1_2014_2021
__row_index_3417_1,A16,9,2,0,0,1,1,12,2,6.0,149,16,15,2,19,True,True,True,Ukrainian,2022.0,P2_2022_plus
__row_index_3440_1,A13,0,0,3,0,0,0,3,3,4.0,26,3,3,3,7,True,True,True,Ukrainian,2015.0,P1_2014_2021
__row_index_3428_1,A13,2,8,9,0,0,0,19,10,11.0,138,18,18,10,6,True,True,True,Ukrainian,2017.0,P1_2014_2021
__row_index_3430_1,A13,1,0,7,0,0,0,8,5,7.0,66,11,11,5,6,True,True,True,Ukrainian,2017.0,P1_2014_2021
__row_index_3436_1,A13,1,0,0,0,0,0,1,1,6.0,12,1,1,1,12,True,True,True,Ukrainian,2017.0,P1_2014_2021
__row_index_3426_1,A13,10,0,0,0,1,1,11,8,12.0,62,10,10,8,5,True,True,True,Ukrainian,2017.0,P1_2014_2021
__row_index_3431_1,A13,3,0,3,0,0,0,6,3,9.0,35,7,7,3,9,True,True,True,Ukrainian,2017.0,P1_2014_2021
__row_index_3441_1,A13,0,0,1,0,0,0,1,1,6.0,5,1,0,1,5,True,True,False,Ukrainian,2015.0,P1_2014_2021
__row_index_3433_1,A13,8,0,8,0,0,0,16,5,7.0,75,9,8,5,11,True,True,True,Ukrainian,2017.0,P1_2014_2021
__row_index_3421_1,A13,10,1,2,0,0,0,13,5,8.0,111,17,17,5,15,True,True,True,Ukrainian,2017.0,P1_2014_2021
__row_index_3437_1,A13,7,0,2,0,1,1,10,6,10.0,47,7,7,6,3,True,True,True,Ukrainian,2017.0,P1_2014_2021
__row_index_3443_1,A13,0,0,1,0,0,0,1,1,1.0,37,6,6,1,37,True,True,True,Ukrainian,2015.0,P1_2014_2021
__row_index_3435_1,A13,8,0,0,0,0,0,8,7,9.0,88,11,11,7,2,True,True,True,Ukrainian,2017.0,P1_2014_2021
__row_index_3432_1,A13,14,0,0,0,0,0,14,9,12.0,133,19,19,9,9,True,True,True,Ukrainian,2017.0,P1_2014_2021
__row_index_3448_1,A13,0,0,1,0,0,0,1,1,1.0,32,6,3,1,32,True,True,True,Ukrainian,2015.0,P1_2014_2021
__row_index_3444_1,A13,0,0,7,0,0,0,7,6,8.0,35,6,1,6,1,True,True,True,Ukrainian,2015.0,P1_2014_2021
__row_index_3462_1,A13,0,0,2,0,0,0,2,1,1.0,49,4,3,1,49,True,True,True,Ukrainian,2023.0,P2_2022_plus
__row_index_3460_1,A13,1,0,0,0,0,0,1,1,3.0,45,7,7,1,45,True,True,True,Ukrainian,2023.0,P2_2022_plus
__row_index_3457_1,A13,4,0,0,0,0,0,4,2,4.0,81,17,17,2,40,True,True,True,Ukrainian,2014.0,P1_2014_2021
__row_index_3429_1,A13,5,0,0,0,0,0,5,3,8.0,41,4,4,3,7,True,True,True,Ukrainian,2017.0,P1_2014_2021
__row_index_3455_1,A13,9,0,1,0,0,0,10,3,5.0,91,16,16,3,29,True,True,True,Ukrainian,2014.0,P1_2014_2021
__row_index_3468_1,A13,2,2,4,0,0,0,8,1,1.0,88,14,11,1,88,True,True,True,Ukrainian,2023.0,P2_2022_plus
__row_index_3461_1,A13,4,0,1,0,0,0,5,1,1.0,69,12,12,1,69,True,True,True,Ukrainian,2023.0,P2_2022_plus
__row_index_3470_1,A13,0,1,0,0,0,0,1,1,1.0,90,5,5,1,90,True,True,True,Ukrainian,2023.0,P2_2022_plus
__row_index_3446_1,A13,2,0,1,0,0,0,3,2,3.0,64,8,8,2,27,True,True,True,Ukrainian,2015.0,P1_2014_2021
__row_index_3472_1,A13,1,0,0,0,0,0,1,1,2.0,36,4,4,1,36,True,True,True,Ukrainian,2023.0,P2_2022_plus
__row_index_3467_1,A13,12,1,2,0,0,0,15,2,2.0,150,23,23,2,21,True,True,True,Ukrainian,2023.0,P2_2022_plus
__row_index_3480_1,A13,2,0,0,0,0,0,2,1,1.0,60,5,5,1,60,True,True,True,Ukrainian,2024.0,P2_2022_plus
__row_index_3464_1,A13,1,4,2,0,2,2,9,1,1.0,156,22,17,1,156,True,True,True,Ukrainian,2023.0,P2_2022_plus
__row_index_3473_1,A13,2,0,0,0,0,0,2,1,1.0,69,9,9,1,69,True,True,True,Ukrainian,2023.0,P2_2022_plus
__row_index_3483_1,A13,2,0,2,0,0,0,4,1,1.0,60,8,6,1,60,True,True,True,Ukrainian,2024.0,P2_2022_plus
__row_index_3447_1,A13,4,0,2,0,0,0,6,4,20.0,48,9,9,4,7,True,True,True,Ukrainian,2015.0,P1_2014_2021
__row_index_3486_1,A13,3,0,0,0,0,0,3,1,1.0,56,5,5,1,56,True,True,True,Ukrainian,2024.0,P2_2022_plus
