poem_id,author_id,1sg,1pl,2sg,2pl_vy_polite_singular,2pl_vy_true_plural,2pl,n_total,exposure_n_stanzas,exposure_n_stanza_index_max,exposure_n_tokens,exposure_n_finite_verbs,exposure_n_finite_verbs_excl_imperative,min_stanzas,min_tokens,include_in_offset_models,include_in_fv_offset_models,include_in_fv_excl_imp_offset_models,language_clean,year_int,period3
UP44_1,A25,1,0,0,0,1,1,2,1,1.0,15,2,2,1,15,True,True,True,Ukrainian,2014.0,P1_2014_2021
UP437_1,A18,2,0,8,0,0,0,10,1,1.0,117,13,13,1,117,True,True,True,Ukrainian,2014.0,P1_2014_2021
UP441_1,A18,0,2,1,0,0,0,3,1,1.0,86,6,6,1,86,True,True,True,Ukrainian,2014.0,P1_2014_2021
UP415_1,A06,13,0,0,0,0,0,13,1,1.0,140,82,78,1,140,True,True,True,Ukrainian,2014.0,P1_2014_2021
UP442_1,A18,0,0,6,0,1,1,7,1,1.0,141,22,20,1,141,True,True,True,Ukrainian,2014.0,P1_2014_2021
UP449_1,A21,1,1,1,0,0,0,3,1,1.0,102,0,0,1,102,True,False,False,Russian,2014.0,P1_2014_2021
UP458_1,A30,0,1,3,0,1,1,5,1,1.0,19,5,2,1,19,True,True,True,Ukrainian,2014.0,P1_2014_2021
UP448_1,A21,6,3,21,0,0,0,30,1,1.0,162,6,4,1,162,True,True,True,Russian,2014.0,P1_2014_2021
UP462_1,A18,0,1,0,0,0,0,1,1,1.0,3,0,0,1,3,True,False,False,Ukrainian,2014.0,P1_2014_2021
UP451_1,A21,1,1,2,0,0,0,4,1,1.0,116,1,1,1,116,True,True,True,Russian,2014.0,P1_2014_2021
UP454_1,A18,6,1,1,0,0,0,8,1,1.0,99,9,8,1,99,True,True,True,Ukrainian,2014.0,P1_2014_2021
UP46_1,A05,0,1,0,0,0,0,1,1,3.0,33,2,2,1,33,True,True,True,Russian,2014.0,P1_2014_2021
UP462_2,A18,1,6,9,0,0,0,16,1,1.0,134,23,17,1,134,True,True,True,Ukrainian,2014.0,P1_2014_2021
UP465_2,A21,0,0,3,0,1,1,4,1,1.0,94,10,7,1,94,True,True,True,Russian,2015.0,P1_2014_2021
UP453_1,A18,0,0,2,0,0,0,2,1,1.0,171,30,30,1,171,True,True,True,Ukrainian,2014.0,P1_2014_2021
UP464_1,A21,0,2,0,0,1,1,3,1,1.0,141,7,5,1,141,True,True,True,Russian,2015.0,P1_2014_2021
UP478_1,A30,1,0,1,0,0,0,2,1,1.0,109,19,19,1,109,True,True,True,Ukrainian,2016.0,P1_2014_2021
UP48_1,A05,0,1,1,0,0,0,2,2,4.0,76,1,1,2,33,True,True,True,Russian,2014.0,P1_2014_2021
UP482_1,A30,0,0,5,0,0,0,5,1,1.0,142,21,18,1,142,True,True,True,Ukrainian,2016.0,P1_2014_2021
UP486_2,A30,5,0,0,0,0,0,5,1,1.0,109,11,11,1,109,True,True,True,Ukrainian,2016.0,P1_2014_2021
UP474_1,A30,4,5,13,0,1,1,23,1,1.0,212,54,49,1,212,True,True,True,Ukrainian,2015.0,P1_2014_2021
UP486_3,A30,0,0,1,0,0,0,1,1,1.0,77,12,12,1,77,True,True,True,Ukrainian,2016.0,P1_2014_2021
UP49_1,A30,1,0,0,0,0,0,1,1,1.0,25,1,1,1,25,True,True,True,Ukrainian,2014.0,P1_2014_2021
UP488_1,A17,0,0,2,0,0,0,2,1,1.0,59,0,0,1,59,True,False,False,Russian,2016.0,P1_2014_2021
UP485_1,A17,2,0,0,0,0,0,2,1,1.0,101,3,3,1,101,True,True,True,Russian,2016.0,P1_2014_2021
UP491_1,A22,0,0,1,0,0,0,1,1,1.0,53,0,0,1,53,True,False,False,Russian,2017.0,P1_2014_2021
UP493_2,A22,3,3,0,0,0,0,6,1,1.0,82,2,2,1,82,True,True,True,Russian,2017.0,P1_2014_2021
UP492_1,A22,4,3,2,0,0,0,9,1,1.0,141,6,4,1,141,True,True,True,Russian,2017.0,P1_2014_2021
UP493_1,A22,6,0,0,0,5,5,11,1,1.0,119,2,2,1,119,True,True,True,Russian,2017.0,P1_2014_2021
UP5_1,A25,0,1,0,0,0,0,1,1,1.0,26,3,3,1,26,True,True,True,Ukrainian,2014.0,P1_2014_2021
UP494_1,A22,0,19,0,0,0,0,19,1,1.0,305,3,3,1,305,True,True,True,Russian,2017.0,P1_2014_2021
UP500_1,A30,0,0,4,0,2,2,6,1,1.0,136,21,19,1,136,True,True,True,Ukrainian,2017.0,P1_2014_2021
UP497_1,A30,8,0,19,0,0,0,27,1,1.0,180,40,36,1,180,True,True,True,Ukrainian,2017.0,P1_2014_2021
UP502_1,A30,0,5,4,0,0,0,9,1,1.0,151,13,11,1,151,True,True,True,Ukrainian,2017.0,P1_2014_2021
UP509_1,A30,0,6,0,0,6,6,12,1,1.0,162,10,10,1,162,True,True,True,Ukrainian,2018.0,P1_2014_2021
UP51_1,A25,1,5,2,0,1,1,9,1,1.0,49,6,4,1,49,True,True,True,Ukrainian,2014.0,P1_2014_2021
UP518_1,A17,0,2,0,0,0,0,2,1,1.0,67,4,4,1,67,True,True,True,Ukrainian,2019.0,P1_2014_2021
UP506_1,A30,0,4,1,0,0,0,5,1,1.0,107,10,10,1,107,True,True,True,Ukrainian,2018.0,P1_2014_2021
UP52_1,A02,4,1,4,0,1,1,10,1,1.0,71,5,5,1,71,True,True,True,Ukrainian,2014.0,P1_2014_2021
UP511_1,A30,2,5,2,0,0,0,9,1,1.0,153,23,20,1,153,True,True,True,Ukrainian,2018.0,P1_2014_2021
UP524_1,A30,0,3,4,0,0,0,7,1,1.0,118,23,20,1,118,True,True,True,Ukrainian,2019.0,P1_2014_2021
UP520_1,A30,1,5,2,0,1,1,9,1,1.0,199,29,28,1,199,True,True,True,Ukrainian,2019.0,P1_2014_2021
UP522_1,A30,5,0,14,0,0,0,19,1,1.0,183,25,25,1,183,True,True,True,Ukrainian,2019.0,P1_2014_2021
UP528_1,A30,9,4,2,0,0,0,15,1,1.0,188,25,23,1,188,True,True,True,Ukrainian,2019.0,P1_2014_2021
UP530_1,A30,2,5,5,0,0,0,12,1,1.0,207,26,26,1,207,True,True,True,Ukrainian,2020.0,P1_2014_2021
UP531_1,A30,2,0,11,0,0,0,13,1,1.0,141,23,21,1,141,True,True,True,Ukrainian,2020.0,P1_2014_2021
UP529_1,A30,8,4,11,0,1,1,24,8,9.0,206,33,32,8,21,True,True,True,Ukrainian,2020.0,P1_2014_2021
UP537_1,A21,0,0,4,0,0,0,4,1,1.0,114,4,3,1,114,True,True,True,Russian,2020.0,P1_2014_2021
UP535_1,A21,4,2,0,0,2,2,8,1,1.0,117,9,8,1,117,True,True,True,Russian,2020.0,P1_2014_2021
UP542_1,A21,2,0,6,0,1,1,9,1,1.0,174,10,7,1,174,True,True,True,Russian,2020.0,P1_2014_2021
UP538_1,A21,1,0,1,0,0,0,2,1,1.0,117,5,4,1,117,True,True,True,Russian,2020.0,P1_2014_2021
UP543_1,A30,0,3,2,0,0,0,5,4,11.0,45,5,3,4,8,True,True,True,Ukrainian,2020.0,P1_2014_2021
UP533_1,A05,0,1,12,0,0,0,13,1,1.0,164,13,6,1,164,True,True,True,Russian,2020.0,P1_2014_2021
UP539_1,A30,6,0,3,0,0,0,9,1,1.0,102,24,21,1,102,True,True,True,Ukrainian,2020.0,P1_2014_2021
UP554_1,A26,2,1,3,0,0,0,6,1,1.0,83,1,1,1,83,True,True,True,Russian,2020.0,P1_2014_2021
UP555_1,A26,3,0,1,0,0,0,4,1,1.0,86,0,0,1,86,True,False,False,Russian,2020.0,P1_2014_2021
UP549_1,A30,4,0,10,0,0,0,14,1,1.0,153,20,16,1,153,True,True,True,Ukrainian,2020.0,P1_2014_2021
UP557_1,A30,4,8,5,0,0,0,17,1,1.0,127,21,19,1,127,True,True,True,Ukrainian,2020.0,P1_2014_2021
UP553_1,A05,0,2,3,0,0,0,5,1,1.0,227,8,6,1,227,True,True,True,Russian,2020.0,P1_2014_2021
UP550_1,A28,9,1,2,0,1,1,13,1,1.0,122,17,16,1,122,True,True,True,Ukrainian,2020.0,P1_2014_2021
UP556_1,A01,0,0,2,0,3,3,5,1,1.0,175,32,31,1,175,True,True,True,Ukrainian,2020.0,P1_2014_2021
UP56_1,A05,0,4,2,0,0,0,6,1,2.0,58,3,1,1,58,True,True,True,Russian,2014.0,P1_2014_2021
UP558_1,A21,0,1,2,0,0,0,3,1,1.0,187,8,4,1,187,True,True,True,Russian,2020.0,P1_2014_2021
UP564_1,A30,1,0,0,0,0,0,1,1,1.0,125,11,11,1,125,True,True,True,Ukrainian,2020.0,P1_2014_2021
UP573_1,A21,1,0,4,0,0,0,5,1,1.0,80,0,0,1,80,True,False,False,Russian,2021.0,P1_2014_2021
UP569_1,A30,4,0,0,0,0,0,4,3,3.0,95,11,8,3,25,True,True,True,Ukrainian,2021.0,P1_2014_2021
UP562_1,A30,4,3,9,0,0,0,16,1,1.0,86,23,18,1,86,True,True,True,Ukrainian,2020.0,P1_2014_2021
UP570_1,A30,11,4,8,0,0,0,23,1,1.0,157,23,21,1,157,True,True,True,Ukrainian,2021.0,P1_2014_2021
UP568_1,A30,3,6,1,0,1,1,11,4,7.0,149,22,19,4,14,True,True,True,Ukrainian,2021.0,P1_2014_2021
UP576_1,A30,0,0,10,0,0,0,10,1,1.0,120,23,23,1,120,True,True,True,Ukrainian,2021.0,P1_2014_2021
UP575_1,A30,6,0,0,0,10,10,16,1,1.0,142,20,11,1,142,True,True,True,Ukrainian,2021.0,P1_2014_2021
UP586_1,A16,3,1,0,0,0,0,4,1,1.0,124,18,18,1,124,True,True,True,Ukrainian,2021.0,P1_2014_2021
UP590_1,A16,0,1,1,0,0,0,2,1,1.0,87,8,8,1,87,True,True,True,Ukrainian,2021.0,P1_2014_2021
UP589_1,A30,0,3,7,0,0,0,10,1,1.0,172,28,28,1,172,True,True,True,Ukrainian,2021.0,P1_2014_2021
UP58_1,A31,0,1,0,0,0,0,1,1,5.0,33,6,6,1,33,True,True,True,Ukrainian,2014.0,P1_2014_2021
UP595_1,A16,1,0,0,0,0,0,1,1,1.0,37,7,6,1,37,True,True,True,Ukrainian,2021.0,P1_2014_2021
UP581_1,A30,1,4,0,0,2,2,7,1,1.0,135,22,21,1,135,True,True,True,Ukrainian,2021.0,P1_2014_2021
UP597_1,A16,0,1,0,0,0,0,1,1,1.0,73,8,8,1,73,True,True,True,Ukrainian,2021.0,P1_2014_2021
UP6_2,A25,2,0,1,0,0,0,3,1,1.0,13,3,2,1,13,True,True,True,Ukrainian,2014.0,P1_2014_2021
UP596_1,A16,4,0,0,0,0,0,4,1,1.0,88,13,13,1,88,True,True,True,Ukrainian,2021.0,P1_2014_2021
UP598_1,A16,0,0,3,0,0,0,3,1,1.0,85,6,6,1,85,True,True,True,Ukrainian,2021.0,P1_2014_2021
UP608_1,A25,2,0,0,0,0,0,2,1,1.0,26,4,4,1,26,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP599_1,A30,4,5,7,0,0,0,16,1,1.0,162,23,23,1,162,True,True,True,Ukrainian,2021.0,P1_2014_2021
UP604_1,A28,6,0,0,0,0,0,6,1,1.0,96,17,17,1,96,True,True,True,Ukrainian,2021.0,P1_2014_2021
UP607_1,A11,1,0,0,0,1,1,2,1,1.0,130,10,9,1,130,True,True,True,Ukrainian,2021.0,P1_2014_2021
UP614_1,A25,1,2,0,0,0,0,3,1,1.0,22,2,2,1,22,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP615_1,A20,0,1,0,0,0,0,1,1,1.0,108,10,10,1,108,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP612_1,A18,1,4,1,0,0,0,6,1,1.0,126,16,16,1,126,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP611_1,A25,0,0,2,0,0,0,2,1,5.0,38,6,5,1,38,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP617_1,A11,0,0,7,0,0,0,7,1,1.0,77,8,7,1,77,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP620_1,A25,0,0,8,0,0,0,8,4,4.0,80,11,11,4,15,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP610_1,A24,3,0,0,0,0,0,3,2,3.0,47,5,5,2,18,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP618_1,A18,2,0,1,0,0,0,3,1,1.0,154,18,18,1,154,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP616_1,A25,1,0,7,0,1,1,9,1,2.0,170,18,18,1,170,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP628_1,A11,0,2,1,0,0,0,3,1,1.0,75,9,9,1,75,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP621_2,A27,2,0,4,0,0,0,6,1,1.0,57,8,8,1,57,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP626_1,A25,0,0,8,0,0,0,8,1,1.0,84,12,12,1,84,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP631_1,A25,2,0,0,0,0,0,2,1,1.0,35,5,5,1,35,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP633_1,A25,0,0,1,0,0,0,1,1,1.0,22,1,1,1,22,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP625_1,A20,1,2,9,0,0,0,12,2,2.0,149,18,16,2,27,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP613_1,A22,2,0,2,0,0,0,4,1,1.0,172,1,1,1,172,True,True,True,Russian,2022.0,P2_2022_plus
UP630_1,A11,2,0,6,0,0,0,8,1,1.0,120,12,9,1,120,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP636_1,A24,1,0,3,0,0,0,4,2,4.0,25,3,3,2,9,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP640_1,A25,0,1,0,0,0,0,1,1,4.0,11,3,3,1,11,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP641_1,A25,1,0,0,0,0,0,1,1,1.0,20,5,5,1,20,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP639_1,A18,0,0,2,0,0,0,2,1,1.0,134,20,17,1,134,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP638_1,A20,0,0,6,0,0,0,6,3,4.0,143,21,21,3,43,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP647_1,A25,0,2,0,0,0,0,2,1,1.0,22,0,0,1,22,True,False,False,Ukrainian,2022.0,P2_2022_plus
UP656_1,A25,1,3,0,0,0,0,4,2,2.0,58,5,5,2,5,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP66_1,A25,1,1,0,0,0,0,2,1,1.0,9,1,1,1,9,True,True,True,Ukrainian,2014.0,P1_2014_2021
UP634_1,A31,10,2,1,0,0,0,13,5,8.0,263,36,35,5,48,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP645_1,A24,7,0,6,0,0,0,13,4,6.0,72,10,9,4,14,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP648_1,A18,8,0,2,0,0,0,10,1,1.0,150,15,15,1,150,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP654_1,A11,5,2,3,0,0,0,10,1,1.0,125,12,10,1,125,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP663_1,A25,0,0,4,0,0,0,4,1,1.0,31,3,2,1,31,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP658_1,A18,0,2,4,0,0,0,6,1,1.0,123,16,14,1,123,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP662_1,A24,0,0,3,0,0,0,3,1,5.0,26,3,3,1,26,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP669_1,A17,0,0,4,0,0,0,4,1,1.0,32,1,1,1,32,True,True,True,Russian,2022.0,P2_2022_plus
UP67_1,A22,0,3,3,0,1,1,7,1,1.0,43,2,2,1,43,True,True,True,Russian,2014.0,P1_2014_2021
UP665_1,A18,0,0,2,0,0,0,2,1,1.0,88,16,14,1,88,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP652_1,A20,0,0,4,0,1,1,5,3,5.0,123,18,16,3,31,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP668_1,A24,1,0,1,0,0,0,2,2,3.0,32,6,6,2,8,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP670_1,A20,0,0,5,0,2,2,7,1,1.0,108,14,14,1,108,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP682_1,A24,1,0,1,0,0,0,2,1,1.0,5,1,1,1,5,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP679_1,A28,0,1,0,0,0,0,1,1,1.0,78,3,3,1,78,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP672_1,A20,1,1,4,0,0,0,6,4,10.0,86,14,14,4,7,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP684_1,A24,1,1,0,0,0,0,2,2,3.0,64,8,8,2,12,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP683_1,A18,7,0,9,0,0,0,16,1,1.0,109,24,22,1,109,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP689_1,A24,1,0,8,0,0,0,9,3,3.0,56,9,9,3,2,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP685_1,A20,1,3,4,0,0,0,8,3,3.0,128,23,23,3,42,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP69_1,A20,0,0,5,0,0,0,5,1,1.0,111,14,14,1,111,True,True,True,Ukrainian,2014.0,P1_2014_2021
UP698_1,A22,0,3,0,0,0,0,3,1,1.0,16,0,0,1,16,True,False,False,Russian,2022.0,P2_2022_plus
UP699_1,A24,0,2,0,0,0,0,2,1,4.0,9,2,2,1,9,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP694_1,A22,1,7,0,0,0,0,8,1,1.0,164,3,3,1,164,True,True,True,Russian,2022.0,P2_2022_plus
UP70_1,A25,0,0,7,0,0,0,7,1,1.0,64,5,4,1,64,True,True,True,Ukrainian,2014.0,P1_2014_2021
UP697_1,A18,3,10,5,0,0,0,18,1,1.0,133,17,16,1,133,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP709_1,A22,0,1,1,0,0,0,2,1,1.0,58,0,0,1,58,True,False,False,Russian,2022.0,P2_2022_plus
UP707_1,A11,0,1,8,0,0,0,9,1,1.0,123,15,14,1,123,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP71_1,A05,4,0,0,0,0,0,4,1,1.0,28,4,2,1,28,True,True,True,Russian,2014.0,P1_2014_2021
UP704_1,A20,6,1,1,0,0,0,8,3,3.0,133,18,18,3,40,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP713_1,A18,2,1,4,0,0,0,7,1,1.0,100,10,8,1,100,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP72_1,A05,1,2,1,0,0,0,4,2,2.0,60,5,4,2,29,True,True,True,Russian,2014.0,P1_2014_2021
UP716_1,A18,1,3,2,0,0,0,6,1,1.0,117,11,11,1,117,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP727_1,A18,1,1,2,0,0,0,4,1,1.0,45,7,7,1,45,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP714_1,A22,0,6,1,0,0,0,7,1,1.0,123,2,2,1,123,True,True,True,Russian,2022.0,P2_2022_plus
UP7_1,A20,1,1,11,0,0,0,13,1,1.0,201,40,39,1,201,True,True,True,Ukrainian,2014.0,P1_2014_2021
UP703_1,A20,7,3,3,0,0,0,13,6,7.0,294,36,36,6,13,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP719_1,A11,1,2,0,0,0,0,3,1,1.0,84,11,11,1,84,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP731_1,A18,2,0,0,0,0,0,2,1,1.0,31,4,4,1,31,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP729_1,A24,0,1,0,0,0,0,1,1,2.0,41,7,7,1,41,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP727_2,A18,5,1,3,0,1,1,10,1,1.0,139,17,16,1,139,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP724_1,A27,0,0,7,0,0,0,7,1,1.0,83,20,20,1,83,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP731_2,A18,2,7,3,0,0,0,12,1,1.0,141,17,13,1,141,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP73_1,A05,6,0,1,0,1,1,8,3,4.0,43,4,3,3,8,True,True,True,Russian,2014.0,P1_2014_2021
UP735_1,A30,7,0,7,0,0,0,14,1,1.0,155,17,16,1,155,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP74_1,A05,0,0,3,0,0,0,3,2,3.0,42,0,0,2,21,True,False,False,Russian,2014.0,P1_2014_2021
UP742_1,A20,7,1,4,0,0,0,12,1,1.0,106,12,12,1,106,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP741_1,A18,0,0,6,0,0,0,6,1,1.0,136,18,18,1,136,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP744_1,A22,2,2,3,0,0,0,7,1,1.0,116,2,0,1,116,True,True,False,Russian,2022.0,P2_2022_plus
UP752_1,A18,3,0,0,0,0,0,3,1,1.0,71,7,7,1,71,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP77_2,A25,2,1,0,0,0,0,3,1,1.0,21,0,0,1,21,True,False,False,Russian,2014.0,P1_2014_2021
UP776_1,A14,1,0,1,0,1,1,3,2,5.0,16,2,1,2,5,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP748_1,A03,6,0,0,0,0,0,6,1,1.0,89,29,29,1,89,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP776_5,A14,2,0,1,0,2,2,5,2,3.0,35,6,6,2,16,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP776_2,A14,0,0,4,0,0,0,4,3,7.0,31,6,4,3,6,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP776_7,A14,2,0,0,0,0,0,2,2,3.0,25,3,3,2,9,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP776_3,A14,2,2,0,0,0,0,4,4,6.0,47,9,9,4,3,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP776_9,A14,0,4,0,0,0,0,4,3,6.0,38,4,4,3,11,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP776_4,A14,6,0,0,0,3,3,9,4,5.0,55,6,6,4,10,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP777_1,A18,0,1,0,0,0,0,1,1,1.0,23,4,4,1,23,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP776_6,A14,2,1,4,0,0,0,7,5,7.0,64,6,6,5,5,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP772_1,A31,2,7,2,0,2,2,13,7,10.0,142,11,9,7,18,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP776_10,A14,3,0,0,0,0,0,3,3,5.0,48,9,9,3,6,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP776_12,A14,2,2,1,0,0,0,5,3,6.0,28,6,6,3,8,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP776_11,A14,1,0,0,0,0,0,1,1,2.0,9,1,1,1,9,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP776_8,A14,4,0,9,0,0,0,13,6,6.0,78,11,10,6,5,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP777_2,A18,0,0,4,0,0,0,4,1,1.0,96,14,14,1,96,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP783_1,A05,2,5,3,0,0,0,10,1,1.0,141,22,22,1,141,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP773_1,A05,3,14,17,0,3,3,37,1,1.0,228,13,10,1,228,True,True,True,Russian,2022.0,P2_2022_plus
UP561_1,A21,0,1,19,0,0,0,20,1,1.0,165,7,4,1,165,True,True,True,Russian,2020.0,P1_2014_2021
UP80_1,A25,0,1,3,0,0,0,4,1,1.0,29,3,2,1,29,True,True,True,Ukrainian,2014.0,P1_2014_2021
UP790_1,A13,6,5,0,0,0,0,11,1,1.0,97,18,18,1,97,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP803_2,A20,1,0,1,0,0,0,2,1,1.0,80,7,7,1,80,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP8_1,A24,10,0,0,0,0,0,10,3,4.0,137,11,11,3,32,True,True,True,Ukrainian,2014.0,P1_2014_2021
UP805_1,A21,0,0,1,0,0,0,1,1,1.0,78,0,0,1,78,True,False,False,Russian,2022.0,P2_2022_plus
UP803_4,A20,4,2,4,0,0,0,10,1,1.0,70,11,11,1,70,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP806_1,A21,0,0,1,0,0,0,1,1,1.0,85,1,1,1,85,True,True,True,Russian,2022.0,P2_2022_plus
UP809_1,A02,0,0,1,0,0,0,1,1,1.0,15,0,0,1,15,True,False,False,Russian,2022.0,P2_2022_plus
UP803_1,A20,0,1,0,0,0,0,1,1,1.0,88,10,10,1,88,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP81_1,A25,1,0,0,0,0,0,1,1,1.0,35,7,7,1,35,True,True,True,Ukrainian,2014.0,P1_2014_2021
UP810_1,A02,2,0,0,0,0,0,2,1,1.0,15,1,1,1,15,True,True,True,Russian,2022.0,P2_2022_plus
UP791_1,A21,0,8,19,0,1,1,28,1,1.0,169,8,8,1,169,True,True,True,Russian,2022.0,P2_2022_plus
UP794_1,A31,1,7,2,0,0,0,10,4,7.0,131,16,16,4,28,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP803_3,A20,2,0,0,0,0,0,2,1,1.0,98,9,9,1,98,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP804_1,A21,1,0,4,0,0,0,5,1,1.0,135,9,4,1,135,True,True,True,Russian,2022.0,P2_2022_plus
UP821_1,A02,3,2,0,0,1,1,6,1,1.0,37,5,5,1,37,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP812_1,A05,0,0,12,0,0,0,12,1,1.0,113,10,3,1,113,True,True,True,Russian,2022.0,P2_2022_plus
UP825_1,A02,1,0,0,0,0,0,1,1,1.0,14,0,0,1,14,True,False,False,Russian,2022.0,P2_2022_plus
UP813_1,A05,0,2,1,0,0,0,3,1,1.0,134,0,0,1,134,True,False,False,Russian,2022.0,P2_2022_plus
UP807_1,A29,0,1,5,0,0,0,6,4,8.0,111,13,13,4,25,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP828_1,A03,9,0,0,0,0,0,9,1,1.0,108,24,23,1,108,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP838_1,A02,0,1,0,0,0,0,1,1,2.0,30,0,0,1,30,True,False,False,Russian,2022.0,P2_2022_plus
UP845_1,A22,0,2,0,0,0,0,2,1,1.0,26,1,1,1,26,True,True,True,Russian,2022.0,P2_2022_plus
UP83_1,A02,2,1,0,0,1,1,4,1,1.0,144,6,5,1,144,True,True,True,Ukrainian,2014.0,P1_2014_2021
UP830_1,A05,3,6,3,0,2,2,14,1,1.0,167,12,9,1,167,True,True,True,Russian,2022.0,P2_2022_plus
UP820_1,A31,1,5,1,0,1,1,8,5,10.0,85,12,11,5,16,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP82_1,A02,9,2,7,0,0,0,18,1,1.0,126,22,18,1,126,True,True,True,Ukrainian,2014.0,P1_2014_2021
UP85_1,A02,9,2,7,0,0,0,18,4,4.0,126,22,18,4,29,True,True,True,Ukrainian,2014.0,P1_2014_2021
UP851_1,A05,1,0,1,0,0,0,2,1,1.0,31,6,5,1,31,True,True,True,Russian,2022.0,P2_2022_plus
UP841_1,A03,1,5,1,0,1,1,8,1,1.0,120,19,18,1,120,True,True,True,Ukrainian,2022.0,P2_2022_plus
UP86_1,A24,4,0,1,0,0,0,5,3,4.0,68,10,9,3,19,True,True,True,Ukrainian,2014.0,P1_2014_2021
